"Date","Price","Open","High","Low","Vol.","Change %"
"01/05/2026","25,328.23","26,138.34","26,844.80","25,258.03","52.34B","-1.74%"
"01/04/2026","25,776.53","25,357.23","26,529.49","24,901.77","58.20B","3.99%"
"01/03/2026","24,788.14","26,305.58","26,403.85","24,203.54","84.46B","-6.92%"
"01/02/2026","26,630.54","27,097.34","27,397.65","26,295.03","45.90B","-2.76%"
"01/01/2026","27,387.11","25,717.42","28,056.10","25,717.42","72.36B","6.85%"
"01/12/2025","25,630.54","25,945.87","26,264.13","25,086.54","53.90B","-0.88%"
"01/11/2025","25,858.89","25,999.17","27,188.81","25,178.63","60.48B","-0.18%"
"01/10/2025","25,906.65","26,918.30","27,381.84","25,145.34","63.43B","-3.53%"
"01/09/2025","26,855.56","25,508.21","27,058.03","25,013.26","78.39B","7.09%"
"01/08/2025","25,077.62","24,744.34","25,918.86","24,372.51","68.97B","1.23%"
"01/07/2025","24,773.33","24,304.31","25,735.89","23,690.94","78.67B","2.91%"
"01/06/2025","24,072.28","23,043.10","24,533.39","22,668.35","79.22B","3.36%"
"01/05/2025","23,289.77","22,192.51","23,917.00","22,058.30","66.94B","5.29%"
"01/04/2025","22,119.41","23,217.11","23,456.58","19,260.21","90.82B","-4.33%"
"01/03/2025","23,119.58","23,135.12","24,874.39","22,547.53","83.15B","0.78%"
"01/02/2025","22,941.32","20,048.87","24,076.53","19,764.67","93.96B","13.43%"
"01/01/2025","20,225.11","19,932.80","20,337.46","18,671.49","52.39B","0.82%"
"01/12/2024","20,059.95","19,442.31","21,070.05","19,386.82","56.35B","3.28%"
"01/11/2024","19,423.61","20,427.88","21,355.44","19,054.40","65.23B","-4.40%"
"01/10/2024","20,317.33","21,289.60","23,241.74","19,977.35","99.21B","-3.86%"
"01/09/2024","21,133.68","17,862.59","21,488.75","16,964.28","77.84B","17.48%"
"01/08/2024","17,989.07","17,304.96","18,202.60","16,647.34","4.75B","3.72%"
"01/07/2024","17,344.60","17,669.42","18,317.31","16,924.58","56.52B","-2.11%"
"01/06/2024","17,718.61","18,283.56","18,724.62","17,583.19","54.37B","-2.00%"
"01/05/2024","18,079.61","17,760.68","19,706.12","17,740.62","74.52B","1.78%"
"01/04/2024","17,763.03","16,811.74","18,031.16","16,044.45","60.56B","7.39%"
"01/03/2024","16,541.42","16,390.89","17,214.67","16,095.68","56.13B","0.18%"
"01/02/2024","16,511.44","15,522.86","16,895.82","15,336.86","44.78B","6.63%"
"01/01/2024","15,485.07","17,135.12","17,135.12","14,794.16","53.71B","-9.16%"
"01/12/2023","17,047.39","17,019.17","17,095.12","15,972.31","40.46B","0.03%"
"01/11/2023","17,042.88","17,139.40","18,174.69","16,863.05","42.52B","-0.41%"
"01/10/2023","17,112.48","17,546.39","18,290.91","16,879.66","40.12B","-3.91%"
"01/09/2023","17,809.66","18,592.53","18,899.49","17,352.83","39.87B","-3.11%"
"01/08/2023","18,382.06","20,211.20","20,331.28","17,573.70","68.00B","-8.45%"
"01/07/2023","20,078.94","19,002.55","20,361.03","18,279.73","49.94B","6.15%"
"01/06/2023","18,916.43","18,190.27","20,155.92","18,190.27","47.04B","3.74%"
"01/05/2023","18,234.27","20,122.90","20,321.74","18,044.86","53.30B","-8.35%"
"01/04/2023","19,894.57","20,379.50","20,864.74","19,520.97","40.64B","-2.48%"
"01/03/2023","20,400.11","19,849.97","21,005.66","18,829.11","62.86B","3.10%"
"01/02/2023","19,785.94","21,920.80","22,311.96","19,783.07","40.31B","-9.41%"
"01/01/2023","21,842.33","19,570.43","22,700.85","19,303.73","46.99B","10.42%"
"01/12/2022","19,781.41","19,058.90","20,099.77","18,530.82","57.62B","6.37%"
"01/11/2022","18,597.23","14,859.92","18,645.35","14,859.92","75.23B","26.62%"
"01/10/2022","14,687.02","17,050.25","18,164.20","14,597.31","45.82B","-14.72%"
"01/09/2022","17,222.83","19,761.72","19,839.51","17,016.28","42.07B","-13.69%"
"01/08/2022","19,954.39","20,026.60","20,283.59","19,189.54","40.16B","-1.00%"
"01/07/2022","20,156.51","21,690.68","22,198.51","20,050.05","37.73B","-7.79%"
"01/06/2022","21,859.79","21,407.79","22,449.31","20,697.17","51.40B","2.08%"
"01/05/2022","21,415.20","20,927.62","21,415.20","19,178.89","42.72B","1.54%"
"01/04/2022","21,089.39","21,693.10","22,523.64","19,665.49","39.46B","-4.13%"
"01/03/2022","21,996.85","22,739.84","22,937.56","18,235.48","71.31B","-3.15%"
"01/02/2022","22,713.02","24,392.86","25,050.59","22,406.12","36.90B","-4.58%"
"01/01/2022","23,802.26","23,510.54","24,982.03","22,709.60","41.54B","1.73%"
"01/12/2021","23,397.67","23,595.57","24,385.44","22,665.25","35.48B","-0.33%"
"01/11/2021","23,475.26","25,268.35","25,746.71","23,175.37","36.87B","-7.49%"
"01/10/2021","25,377.24","24,478.68","26,234.94","23,681.44","33.22B","3.26%"
"01/09/2021","24,575.64","25,871.82","26,560.04","23,771.46","47.17B","-5.04%"
"01/08/2021","25,878.99","26,054.81","26,822.47","24,581.60","42.63B","-0.32%"
"01/07/2021","25,961.03","28,859.02","28,859.02","24,748.84","49.24B","-9.94%"
"01/06/2021","28,827.95","29,159.06","29,490.61","28,216.09","45.38B","-1.11%"
"01/05/2021","29,151.80","28,659.91","29,336.13","27,715.88","44.19B","1.49%"
"01/04/2021","28,724.88","28,594.55","29,405.12","28,274.27","39.15B","1.22%"
"01/03/2021","28,378.35","29,457.89","29,912.00","27,505.08","67.91B","-2.08%"
"01/02/2021","28,980.21","28,457.85","31,183.36","28,382.26","52.62B","2.46%"
"01/01/2021","28,283.71","27,087.13","30,191.16","27,079.24","73.42B","3.87%"
"01/12/2020","27,231.13","26,422.71","27,340.99","25,998.87","54.55B","3.38%"
"01/11/2020","26,341.49","24,274.83","27,040.41","24,232.66","56.23B","9.27%"
"01/10/2020","24,107.42","24,039.39","24,970.59","23,674.52","37.83B","2.76%"
"01/09/2020","23,459.05","25,085.67","25,254.14","23,124.25","38.64B","-6.82%"
"01/08/2020","25,177.05","24,566.81","25,847.11","24,167.79","35.26B","2.37%"
"01/07/2020","24,595.35","24,563.57","26,782.62","24,526.91","48.70B","0.69%"
"01/06/2020","24,427.19","23,539.91","25,303.78","23,539.91","40.11B","6.38%"
"01/05/2020","22,961.47","23,895.11","24,766.83","22,519.73","37.13B","-6.83%"
"01/04/2020","24,643.59","23,365.90","24,855.47","22,756.13","36.25B","4.41%"
"01/03/2020","23,603.48","26,077.73","26,805.58","21,139.26","74.17B","-9.67%"
"01/02/2020","26,129.93","26,189.61","28,055.58","25,989.41","38.62B","-0.69%"
"01/01/2020","26,312.63","28,249.37","29,174.92","26,295.49","32.70B","-6.66%"
"01/12/2019","28,189.75","26,475.34","28,418.65","25,995.15","28.39B","7.00%"
"01/11/2019","26,346.49","26,806.44","27,900.80","26,203.97","31.94B","-2.08%"
"01/10/2019","26,906.72","25,901.47","27,027.56","25,521.95","31.53B","3.12%"
"01/09/2019","26,092.27","25,627.83","27,366.45","25,498.11","34.93B","1.43%"
"01/08/2019","25,724.73","27,582.21","27,754.04","24,899.93","42.32B","-7.39%"
"01/07/2019","27,777.75","28,904.04","29,007.98","27,701.44","26.63B","-2.68%"
"01/06/2019","28,542.62","26,909.71","28,634.48","26,671.90","34.51B","6.10%"
"01/05/2019","26,901.09","29,643.05","30,081.55","26,850.27","46.11B","-9.42%"
"01/04/2019","29,699.11","29,383.72","30,280.12","29,383.72","36.53B","2.23%"
"01/03/2019","29,051.36","28,716.60","29,486.15","28,201.09","40.14B","1.46%"
"01/02/2019","28,633.18","28,193.28","29,014.19","27,534.20","32.39B","2.47%"
"01/01/2019","27,942.47","25,824.44","28,010.90","24,896.87","39.77B","8.11%"
"01/12/2018","25,845.70","27,185.66","27,260.44","25,313.75","30.69B","-2.49%"
"01/11/2018","26,506.75","25,228.75","26,923.33","25,092.30","36.05B","6.11%"
"01/10/2018","24,979.69","27,716.16","27,716.16","24,540.63","42.50B","-10.11%"
"01/09/2018","27,788.52","27,809.45","28,031.81","26,219.56","36.63B","-0.36%"
"01/08/2018","27,888.55","28,756.72","28,772.80","26,871.11","38.67B","-2.43%"
"01/07/2018","28,583.01","28,617.00","29,083.40","27,745.85","38.81B","-1.29%"
"01/06/2018","28,955.11","30,548.78","31,521.13","28,169.10","43.92B","-4.97%"
"01/05/2018","30,468.56","30,782.21","31,592.56","29,791.87","39.03B","-1.10%"
"01/04/2018","30,808.45","29,927.88","31,094.11","29,518.69","35.93B","2.38%"
"01/03/2018","30,093.38","30,476.99","31,978.14","29,819.63","45.83B","-2.44%"
"01/02/2018","30,844.72","32,950.30","33,048.04","29,129.26","53.59B","-6.21%"
"01/01/2018","32,887.27","30,028.29","33,484.08","30,028.29","67.26B","9.92%"
"01/12/2017","29,919.15","29,261.31","29,997.96","28,134.93","34.86B","2.54%"
"01/11/2017","29,177.35","28,387.55","30,199.69","28,137.77","43.57B","3.30%"
"01/10/2017","28,245.54","27,884.21","28,798.78","27,737.38","37.58B","2.51%"
"01/09/2017","27,554.30","28,015.22","28,248.12","27,300.37","35.06B","-1.49%"
"01/08/2017","27,970.30","27,326.04","28,127.90","26,863.71","48.61B","2.37%"
"01/07/2017","27,323.99","25,654.77","27,324.38","25,199.86","38.33B","6.05%"
"01/06/2017","25,764.58","25,736.35","26,090.33","25,557.80","37.02B","0.41%"
"01/05/2017","25,660.65","24,773.80","25,817.95","24,358.72","35.05B","4.25%"
"01/04/2017","24,615.13","24,236.56","24,717.44","23,723.87","28.19B","2.09%"
"01/03/2017","24,111.59","23,849.22","24,656.65","23,438.86","42.39B","1.56%"
"01/02/2017","23,740.73","23,211.88","24,216.53","22,997.46","41.22B","1.63%"
"01/01/2017","23,360.78","21,993.36","23,397.09","21,883.82","26.30B","6.18%"
"01/12/2016","22,000.56","22,948.65","23,076.24","21,488.82","36.43B","-3.46%"
"01/11/2016","22,789.77","23,015.06","23,268.05","21,957.71","36.01B","-0.63%"
"01/10/2016","22,934.54","23,652.83","24,064.50","22,775.29","27.08B","-1.56%"
"01/09/2016","23,297.15","22,897.16","24,364.00","22,843.42","40.96B","1.39%"
"01/08/2016","22,976.88","22,027.65","23,193.90","21,725.38","39.75B","4.96%"
"01/07/2016","21,891.37","20,967.47","22,300.51","20,304.39","32.69B","5.28%"
"01/06/2016","20,794.37","20,726.53","21,352.37","19,662.70","40.23B","-0.10%"
"01/05/2016","20,815.09","21,061.77","21,061.77","19,594.61","33.35B","-1.20%"
"01/04/2016","21,067.05","20,786.18","21,654.07","20,045.47","31.61B","1.40%"
"01/03/2016","20,776.70","19,259.99","20,872.55","19,108.30","35.12B","8.71%"
"01/02/2016","19,111.93","19,770.96","19,770.96","18,278.80","29.54B","-2.90%"
"01/01/2016","19,683.11","21,782.62","21,794.84","18,534.30","41.82B","-10.18%"
"01/12/2015","21,914.40","22,197.81","22,563.47","21,010.26","30.41B","-0.37%"
"01/11/2015","21,996.42","22,502.28","23,342.07","21,907.35","35.34B","-2.84%"
"01/10/2015","22,640.04","21,172.94","23,423.64","21,130.11","35.38B","8.60%"
"01/09/2015","20,846.30","21,692.78","22,228.59","20,368.12","41.56B","-3.80%"
"01/08/2015","21,670.58","24,533.14","24,924.07","20,865.26","43.17B","-12.04%"
"01/07/2015","24,636.28","26,459.43","26,459.43","22,836.82","47.94B","-6.15%"
"01/06/2015","26,250.03","27,373.06","27,854.74","25,617.78","46.03B","-4.28%"
"01/05/2015","27,424.19","28,231.26","28,524.60","27,191.03","38.03B","-2.52%"
"01/04/2015","28,133.00","24,955.20","28,588.52","24,926.11","60.74B","12.98%"
"01/03/2015","24,900.89","24,996.76","25,113.20","23,677.06","37.41B","0.31%"
"01/02/2015","24,823.29","24,347.27","25,101.96","24,226.29","25.13B","1.29%"
"01/01/2015","24,507.05","23,683.63","24,995.08","23,312.50","39.95B","3.82%"
"01/12/2014","23,605.04","23,678.00","24,189.59","22,529.75","53.31B","-1.59%"
"01/11/2014","23,987.45","24,133.45","24,313.06","23,252.63","37.10B","-0.04%"
"01/10/2014","23,998.06","22,691.59","24,046.40","22,565.60","32.38B","4.64%"
"01/09/2014","22,932.98","24,703.74","25,362.98","22,855.04","35.26B","-7.31%"
"01/08/2014","24,742.06","24,594.23","25,243.16","24,190.93","28.10B","-0.06%"
"01/07/2014","24,756.85","23,326.53","24,912.22","23,126.68","31.71B","6.75%"
"01/06/2014","23,190.72","23,327.51","23,397.77","22,802.10","28.09B","0.47%"
"01/05/2014","23,081.65","22,194.66","23,209.26","21,680.33","27.87B","4.28%"
"01/04/2014","22,133.97","22,292.32","23,224.54","22,096.95","32.01B","-0.08%"
"01/03/2014","22,151.06","22,630.77","22,839.43","21,137.61","36.24B","-3.00%"
"01/02/2014","22,836.96","21,561.70","22,986.70","21,197.78","32.34B","3.64%"
"01/01/2014","22,035.42","23,452.76","23,469.33","21,746.23","35.12B","-5.45%"
"01/12/2013","23,306.39","23,936.15","24,111.55","22,713.70","27.16B","-2.41%"
"01/11/2013","23,881.29","23,208.80","24,014.81","22,463.40","33.82B","2.91%"
"01/10/2013","23,206.37","22,997.21","23,534.67","22,640.18","28.71B","1.52%"
"01/09/2013","22,859.86","21,948.72","23,554.34","21,948.72","36.58B","5.19%"
"01/08/2013","21,731.37","22,025.75","22,695.99","21,465.72","31.02B","-0.70%"
"01/07/2013","21,883.66","21,004.56","22,070.14","20,119.56","33.31B","5.19%"
"01/06/2013","20,803.29","22,301.68","22,564.18","19,426.36","43.15B","-7.10%"
"01/05/2013","22,392.16","22,692.33","23,512.42","22,290.72","34.13B","-1.52%"
"01/04/2013","22,737.01","22,203.93","22,862.69","21,423.25","31.95B","1.96%"
"01/03/2013","22,299.63","22,957.09","23,262.02","21,975.90","36.45B","-3.13%"
"01/02/2013","23,020.27","23,763.34","23,944.74","22,445.34","29.04B","-2.99%"
"01/01/2013","23,729.53","22,860.25","23,916.16","22,860.25","36.74B","4.73%"
"01/12/2012","22,656.92","22,070.44","22,718.83","21,687.88","29.32B","2.84%"
"01/11/2012","22,030.39","21,573.93","22,149.70","21,098.41","29.88B","1.80%"
"01/10/2012","21,641.82","20,951.38","21,847.70","20,767.36","31.93B","3.85%"
"01/09/2012","20,840.38","19,414.62","20,895.61","19,076.79","33.31B","6.97%"
"01/08/2012","19,482.57","19,646.96","20,300.03","19,450.77","28.69B","-1.59%"
"01/07/2012","19,796.81","19,765.41","19,869.11","18,710.59","29.68B","1.83%"
"01/06/2012","19,441.46","18,498.91","19,578.82","18,056.40","32.62B","4.36%"
"01/05/2012","18,629.52","21,245.48","21,385.30","18,378.14","44.76B","-11.68%"
"01/04/2012","21,094.21","20,662.97","21,105.57","20,035.68","27.75B","2.62%"
"01/03/2012","20,555.58","21,578.19","21,641.14","20,374.03","36.00B","-5.19%"
"01/02/2012","21,680.08","20,394.67","21,760.34","20,269.51","34.57B","6.32%"
"01/01/2012","20,390.49","18,770.64","20,590.80","18,302.84","32.84B","10.61%"
"01/12/2011","18,434.39","19,033.96","19,242.80","17,821.52","29.66B","2.47%"
"01/11/2011","17,989.35","19,461.08","20,173.14","17,613.20","43.16B","-9.44%"
"01/10/2011","19,864.87","17,179.20","20,272.38","16,170.35","44.23B","12.92%"
"01/09/2011","17,592.41","20,790.22","20,975.30","16,999.54","45.43B","-14.33%"
"01/08/2011","20,534.85","22,739.55","22,808.33","18,868.11","56.73B","-8.49%"
"01/07/2011","22,440.25","22,813.25","22,835.03","21,611.16","38.69B","0.19%"
"01/06/2011","22,398.10","23,686.77","23,706.00","21,508.77","34.97B","-5.43%"
"01/05/2011","23,684.13","23,794.86","23,924.48","22,519.66","24.94B","-0.15%"
"01/04/2011","23,720.81","23,664.48","24,468.64","23,468.20","27.69B","0.82%"
"01/03/2011","23,527.52","23,317.96","23,934.07","22,123.26","41.52B","0.81%"
"01/02/2011","23,338.02","23,451.62","23,981.74","22,446.67","29.11B","-0.47%"
"01/01/2011","23,447.34","23,135.64","24,434.40","23,057.52","29.14B","1.79%"
"01/12/2010","23,035.45","22,973.80","23,612.25","22,392.67","27.12B","0.12%"
"01/11/2010","23,007.99","23,366.82","24,988.57","22,782.98","41.08B","-0.38%"
