"Date","Price","Open","High","Low","Vol.","Change %"
"01/05/2026","8,228.70","6,782.93","8,228.70","6,741.63","10.55B","24.70%"
"01/04/2026","6,598.87","5,330.04","6,750.27","5,170.27","20.84B","30.61%"
"01/03/2026","5,052.46","6,165.15","6,180.45","5,042.99","23.26B","-19.08%"
"01/02/2026","6,244.13","5,122.62","6,347.41","4,899.30","17.82B","19.52%"
"01/01/2026","5,224.36","4,224.53","5,321.68","4,216.68","11.55B","23.97%"
"01/12/2025","4,214.17","3,967.92","4,226.36","3,892.08","8.41B","7.32%"
"01/11/2025","3,926.59","4,123.36","4,226.75","3,833.35","7.30B","-4.40%"
"01/10/2025","4,107.50","3,444.06","4,146.72","3,440.42","8.66B","19.94%"
"01/09/2025","3,424.60","3,164.58","3,497.95","3,135.02","8.20B","7.49%"
"01/08/2025","3,186.01","3,210.32","3,242.17","3,079.27","6.36B","-1.83%"
"01/07/2025","3,245.44","3,089.64","3,288.26","3,032.47","11.31B","5.66%"
"01/06/2025","3,071.70","2,692.91","3,129.09","2,685.14","10.77B","13.86%"
"01/05/2025","2,697.67","2,556.52","2,720.64","2,540.57","8.02B","5.52%"
"01/04/2025","2,556.61","2,511.24","2,571.41","2,284.72","11.38B","3.04%"
"01/03/2025","2,481.12","2,522.20","2,654.63","2,479.46","9.44B","-2.04%"
"01/02/2025","2,532.78","2,468.74","2,680.70","2,437.61","9.55B","0.61%"
"01/01/2025","2,517.37","2,400.87","2,552.57","2,386.84","8.30B","4.91%"
"01/12/2024","2,399.49","2,479.02","2,515.62","2,360.18","9.93B","-2.30%"
"01/11/2024","2,455.91","2,542.96","2,593.15","2,390.56","10.06B","-3.92%"
"01/10/2024","2,556.15","2,566.55","2,635.32","2,552.36","7.74B","-1.43%"
"01/09/2024","2,593.27","2,683.80","2,695.59","2,491.30","6.53B","-3.03%"
"01/08/2024","2,674.31","2,787.27","2,794.11","2,386.96","8.69B","-3.48%"
"01/07/2024","2,770.69","2,792.96","2,896.43","2,703.86","10.79B","-0.97%"
"01/06/2024","2,797.82","2,657.81","2,812.62","2,657.81","12.19B","6.12%"
"01/05/2024","2,636.52","2,693.22","2,773.46","2,635.44","10.28B","-2.06%"
"01/04/2024","2,692.06","2,766.24","2,769.87","2,553.55","10.64B","-1.99%"
"01/03/2024","2,746.63","2,664.52","2,779.40","2,630.16","10.17B","3.95%"
"01/02/2024","2,642.36","2,491.93","2,694.80","2,491.93","10.03B","5.82%"
"01/01/2024","2,497.09","2,645.47","2,675.80","2,429.12","12.21B","-5.96%"
"01/12/2023","2,655.28","2,520.49","2,655.28","2,481.00","8.54B","4.73%"
"01/11/2023","2,535.29","2,292.89","2,535.29","2,288.64","9.19B","11.30%"
"01/10/2023","2,277.99","2,435.78","2,479.82","2,273.97","9.78B","-7.59%"
"01/09/2023","2,465.07","2,551.93","2,611.00","2,445.51","7.81B","-3.57%"
"01/08/2023","2,556.27","2,644.34","2,668.21","2,482.06","12.29B","-2.90%"
"01/07/2023","2,632.58","2,580.89","2,646.71","2,515.07","12.04B","2.66%"
"01/06/2023","2,564.28","2,572.56","2,650.45","2,541.72","12.52B","-0.50%"
"01/05/2023","2,577.12","2,504.01","2,596.31","2,455.99","13.83B","3.02%"
"01/04/2023","2,501.53","2,485.81","2,582.23","2,458.50","16.70B","1.00%"
"01/03/2023","2,476.86","2,414.61","2,481.24","2,346.11","10.08B","2.65%"
"01/02/2023","2,412.85","2,446.03","2,487.35","2,383.76","9.66B","-0.50%"
"01/01/2023","2,425.08","2,249.95","2,497.40","2,180.67","9.42B","8.44%"
"01/12/2022","2,236.40","2,501.43","2,501.43","2,236.38","8.44B","-9.55%"
"01/11/2022","2,472.53","2,301.58","2,499.43","2,296.44","12.75B","7.80%"
"01/10/2022","2,293.61","2,189.51","2,295.51","2,162.87","11.77B","6.41%"
"01/09/2022","2,155.49","2,443.00","2,453.95","2,134.77","9.38B","-12.81%"
"01/08/2022","2,472.05","2,444.05","2,546.35","2,417.01","9.77B","0.84%"
"01/07/2022","2,451.50","2,342.92","2,463.05","2,276.63","7.96B","5.10%"
"01/06/2022","2,332.64","2,670.74","2,681.51","2,306.48","12.01B","-13.15%"
"01/05/2022","2,685.90","2,669.21","2,702.10","2,546.80","16.87B","-0.34%"
"01/04/2022","2,695.05","2,745.85","2,769.18","2,615.50","22.03B","-2.27%"
"01/03/2022","2,757.65","2,698.31","2,765.20","2,605.81","14.41B","2.17%"
"01/02/2022","2,699.18","2,706.34","2,788.27","2,642.63","10.12B","1.35%"
"01/01/2022","2,663.34","2,998.32","3,010.77","2,591.53","10.93B","-10.56%"
"01/12/2021","2,977.65","2,860.12","3,043.83","2,837.03","10.67B","4.88%"
"01/11/2021","2,839.01","2,984.18","3,034.30","2,822.73","13.79B","-4.43%"
"01/10/2021","2,970.68","3,056.21","3,062.60","2,901.51","13.91B","-3.20%"
"01/09/2021","3,068.82","3,195.67","3,215.13","3,030.60","14.27B","-4.08%"
"01/08/2021","3,199.27","3,218.42","3,296.17","3,049.03","13.80B","-0.10%"
"01/07/2021","3,202.32","3,297.92","3,313.51","3,188.80","22.12B","-2.86%"
"01/06/2021","3,296.68","3,207.12","3,316.08","3,199.18","35.35B","2.90%"
"01/05/2021","3,203.92","3,149.05","3,255.90","3,103.88","18.79B","1.78%"
"01/04/2021","3,147.86","3,073.77","3,223.05","3,069.68","31.07B","2.82%"
"01/03/2021","3,061.42","3,021.68","3,096.50","2,929.36","27.90B","1.61%"
"01/02/2021","3,012.95","2,976.81","3,180.94","2,947.24","30.03B","1.23%"
"01/01/2021","2,976.21","2,874.50","3,266.23","2,869.11","26.09B","3.58%"
"01/12/2020","2,873.47","2,613.42","2,878.21","2,611.67","24.56B","10.89%"
"01/11/2020","2,591.34","2,276.61","2,648.66","2,267.95","24.38B","14.30%"
"01/10/2020","2,267.15","2,330.55","2,418.89","2,266.93","15.71B","-2.61%"
"01/09/2020","2,327.89","2,340.19","2,450.53","2,267.63","19.61B","0.07%"
