"Date","Price","Open","High","Low","Vol.","Change %"
"01/05/2026","4,093.73","4,135.45","4,258.86","4,067.75","1,088.48B","-0.45%"
"01/04/2026","4,112.16","3,939.57","4,118.76","3,871.30","1,207.42B","5.66%"
"01/03/2026","3,891.86","4,151.80","4,197.23","3,794.68","1,556.53B","-6.51%"
"01/02/2026","4,162.88","4,079.71","4,167.84","4,002.78","845.13B","1.09%"
"01/01/2026","4,117.95","3,986.97","4,190.87","3,983.58","1,524.08B","3.76%"
"01/12/2025","3,968.84","3,894.21","3,983.98","3,815.84","1,171.76B","2.06%"
"01/11/2025","3,888.60","3,954.08","4,034.08","3,816.58","1,135.17B","-1.67%"
"01/10/2025","3,954.79","3,898.31","4,025.70","3,800.11","1,080.93B","1.85%"
"01/09/2025","3,882.78","3,869.75","3,899.96","3,732.84","1,433.67B","0.64%"
"01/08/2025","3,857.93","3,568.26","3,888.60","3,547.16","1,361.83B","7.97%"
"01/07/2025","3,573.21","3,445.85","3,636.17","3,441.04","1,322.88B","3.74%"
"01/06/2025","3,444.43","3,340.07","3,462.75","3,340.07","859.51B","2.90%"
"01/05/2025","3,347.49","3,295.25","3,417.31","3,286.99","776.93B","2.09%"
"01/04/2025","3,279.03","3,340.71","3,361.13","3,040.69","952.11B","-1.70%"
"01/03/2025","3,335.75","3,328.40","3,439.05","3,297.53","1,003.50B","0.45%"
"01/02/2025","3,320.90","3,270.16","3,388.78","3,220.28","973.23B","2.16%"
"01/01/2025","3,250.60","3,347.94","3,351.72","3,140.98","763.71B","-3.02%"
"01/12/2024","3,351.76","3,328.48","3,494.87","3,323.01","1,293.59B","0.76%"
"01/11/2024","3,326.46","3,275.58","3,509.82","3,227.36","1,443.98B","1.42%"
"01/10/2024","3,279.82","3,674.40","3,674.40","3,152.82","1,254.21B","-1.70%"
"01/09/2024","3,336.50","2,832.35","3,358.59","2,689.70","695.00B","17.39%"
"01/08/2024","2,842.21","2,940.12","2,947.88","2,815.38","596.59B","-3.28%"
"01/07/2024","2,938.75","2,965.25","3,004.99","2,865.15","663.56B","-0.97%"
"01/06/2024","2,967.40","3,085.98","3,097.20","2,933.33","570.14B","-3.87%"
"01/05/2024","3,086.81","3,132.51","3,174.27","3,085.38","699.70B","-0.58%"
"01/04/2024","3,104.82","3,049.02","3,123.29","2,995.54","764.79B","2.09%"
"01/03/2024","3,041.17","3,013.82","3,090.05","2,984.12","772.07B","0.86%"
"01/02/2024","3,015.17","2,773.42","3,031.49","2,635.09","656.26B","8.13%"
"01/01/2024","2,788.55","2,972.77","2,976.27","2,724.16","692.52B","-6.27%"
"01/12/2023","2,974.93","3,027.35","3,038.98","2,882.02","605.86B","-1.81%"
