"Date","Price","Open","High","Low","Vol.","Change %"
"15/06/2026","4,096.47","4,053.58","4,097.17","4,051.06","678.9K","1.61%"
"12/06/2026","4,031.51","4,017.86","4,060.27","4,008.18","743.1K","1.12%"
"11/06/2026","3,987.01","3,979.71","3,997.48","3,958.44","568.5K","-0.16%"
"10/06/2026","3,993.23","3,985.12","4,006.31","3,963.44","598.7K","-0.42%"
"09/06/2026","4,010.03","3,977.54","4,010.87","3,955.91","576.6K","1.28%"
"08/06/2026","3,959.34","3,938.71","4,007.49","3,927.85","659.3K","-1.70%"
"05/06/2026","4,027.74","4,044.83","4,078.93","4,015.06","662.9K","-0.74%"
"04/06/2026","4,057.78","4,053.67","4,080.72","4,043.43","621.2K","-0.64%"
"03/06/2026","4,083.97","4,068.34","4,107.05","4,059.91","668.5K","0.22%"
"02/06/2026","4,075.10","4,061.46","4,089.57","4,032.58","642.2K","0.43%"
"01/06/2026","4,057.74","4,067.16","4,093.04","4,045.69","676K","-0.27%"
"29/05/2026","4,068.57","4,110.52","4,112.96","4,055.89","731.6K","-0.73%"
"28/05/2026","4,098.64","4,080.30","4,110.78","4,055.83","621.2K","0.12%"
"27/05/2026","4,093.73","4,138.81","4,153.56","4,077.62","660.5K","-1.25%"
"26/05/2026","4,145.37","4,137.32","4,150.29","4,104.46","654.8K","-0.17%"
"25/05/2026","4,152.57","4,126.34","4,153.88","4,119.80","615.9K","0.96%"
"22/05/2026","4,112.90","4,096.17","4,120.09","4,067.75","589.5K","0.87%"
"21/05/2026","4,077.28","4,174.38","4,199.53","4,074.22","727.2K","-2.04%"
"20/05/2026","4,162.19","4,152.70","4,169.85","4,139.98","624.2K","-0.18%"
"19/05/2026","4,169.54","4,122.96","4,170.29","4,108.00","617.6K","0.92%"
"18/05/2026","4,131.53","4,120.14","4,145.66","4,108.60","627.2K","-0.09%"
"15/05/2026","4,135.39","4,174.17","4,191.81","4,114.08","733.2K","-1.02%"
"14/05/2026","4,177.92","4,256.16","4,258.86","4,177.92","764.2K","-1.52%"
"13/05/2026","4,242.57","4,192.31","4,245.07","4,192.31","705K","0.67%"
"12/05/2026","4,214.49","4,229.28","4,230.18","4,199.34","719K","-0.25%"
"11/05/2026","4,225.02","4,201.35","4,229.58","4,186.08","762.7K","1.08%"
"08/05/2026","4,179.95","4,163.85","4,183.06","4,154.25","697K","-0.00%"
"07/05/2026","4,180.09","4,168.45","4,180.21","4,163.14","685.6K","0.48%"
"06/05/2026","4,160.17","4,135.45","4,166.15","4,129.91","701.2K","1.17%"
"30/04/2026","4,112.16","4,107.30","4,118.75","4,100.97","656.9K","0.11%"
"29/04/2026","4,107.51","4,061.82","4,112.15","4,061.82","614.2K","0.71%"
"28/04/2026","4,078.64","4,076.14","4,090.20","4,062.87","600.5K","-0.19%"
"27/04/2026","4,086.34","4,074.81","4,092.83","4,071.08","590K","0.16%"
"24/04/2026","4,079.90","4,081.03","4,092.61","4,061.15","605K","-0.33%"
"23/04/2026","4,093.25","4,110.79","4,114.84","4,070.46","671.2K","-0.32%"
"22/04/2026","4,106.26","4,074.81","4,106.84","4,074.68","582.5K","0.52%"
"21/04/2026","4,085.08","4,075.84","4,086.64","4,062.13","576.7K","0.07%"
"20/04/2026","4,082.13","4,053.38","4,083.19","4,051.69","589.8K","0.76%"
"17/04/2026","4,051.43","4,043.38","4,058.60","4,038.43","548.8K","-0.10%"
"16/04/2026","4,055.55","4,030.14","4,057.83","4,028.91","545.9K","0.70%"
"15/04/2026","4,027.21","4,039.47","4,050.62","4,020.90","569.5K","0.01%"
"14/04/2026","4,026.62","4,006.73","4,026.62","3,992.41","570.3K","0.95%"
"13/04/2026","3,988.56","3,971.20","3,991.26","3,966.20","545.8K","0.06%"
"10/04/2026","3,986.23","3,985.46","4,011.02","3,979.81","546.4K","0.51%"
"09/04/2026","3,966.17","3,967.63","3,979.13","3,955.25","541.6K","-0.72%"
"08/04/2026","3,995.00","3,930.25","3,995.00","3,926.25","644.1K","2.69%"
"07/04/2026","3,890.17","3,884.15","3,902.61","3,875.68","473.6K","0.26%"
"03/04/2026","3,880.10","3,927.59","3,929.53","3,871.30","492.7K","-1.00%"
"02/04/2026","3,919.28","3,940.80","3,952.58","3,900.12","544.2K","-0.74%"
"01/04/2026","3,948.55","3,939.57","3,955.94","3,929.92","564.6K","1.46%"
"31/03/2026","3,891.86","3,924.07","3,948.81","3,891.86","606.7K","-0.80%"
"30/03/2026","3,923.29","3,884.28","3,924.29","3,872.78","595.6K","0.24%"
"27/03/2026","3,913.72","3,852.09","3,924.11","3,852.09","561.3K","0.63%"
"26/03/2026","3,889.08","3,924.96","3,937.10","3,880.57","616K","-1.09%"
"25/03/2026","3,931.84","3,892.27","3,933.06","3,891.82","688.3K","1.30%"
"24/03/2026","3,881.28","3,849.63","3,881.42","3,807.99","680.6K","1.78%"
"23/03/2026","3,813.28","3,904.95","3,906.62","3,794.68","804.7K","-3.63%"
"20/03/2026","3,957.05","4,004.57","4,022.70","3,955.71","666.8K","-1.24%"
"19/03/2026","4,006.55","4,028.54","4,042.02","3,994.17","667.3K","-1.39%"
"18/03/2026","4,062.98","4,053.30","4,065.37","4,023.03","623.9K","0.32%"
"17/03/2026","4,049.91","4,086.29","4,108.40","4,049.58","678.8K","-0.85%"
"16/03/2026","4,084.79","4,092.25","4,096.13","4,048.09","732.2K","-0.26%"
"13/03/2026","4,095.45","4,117.57","4,134.08","4,086.85","792.1K","-0.82%"
"12/03/2026","4,129.10","4,133.20","4,141.65","4,103.16","786.2K","-0.10%"
"11/03/2026","4,133.43","4,123.67","4,135.84","4,112.80","707.7K","0.25%"
"10/03/2026","4,123.14","4,098.59","4,123.96","4,098.59","674.9K","0.65%"
"09/03/2026","4,096.60","4,098.70","4,106.53","4,052.54","797.8K","-0.67%"
"06/03/2026","4,124.19","4,085.90","4,129.46","4,085.90","646.8K","0.38%"
"05/03/2026","4,108.57","4,109.78","4,125.62","4,090.62","689.7K","0.64%"
"04/03/2026","4,082.47","4,087.63","4,106.04","4,055.41","765.2K","-0.98%"
"03/03/2026","4,122.68","4,189.41","4,197.23","4,116.01","921.1K","-1.43%"
"02/03/2026","4,182.59","4,151.80","4,188.77","4,131.37","861.6K","0.47%"
"27/02/2026","4,162.88","4,128.90","4,166.23","4,128.36","682K","0.39%"
"26/02/2026","4,146.63","4,151.07","4,152.19","4,127.15","651.7K","-0.01%"
"25/02/2026","4,147.23","4,123.78","4,167.84","4,122.70","724.8K","0.72%"
"24/02/2026","4,117.41","4,129.13","4,131.55","4,105.94","566.3K","0.87%"
"13/02/2026","4,082.07","4,115.92","4,123.84","4,079.77","500.8K","-1.26%"
"12/02/2026","4,134.02","4,136.99","4,140.59","4,124.13","529.4K","0.05%"
"11/02/2026","4,131.98","4,124.43","4,142.56","4,122.43","500.7K","0.09%"
"10/02/2026","4,128.37","4,127.77","4,134.34","4,117.56","524.6K","0.13%"
"09/02/2026","4,123.09","4,103.54","4,123.16","4,093.06","572.6K","1.41%"
"06/02/2026","4,065.58","4,040.30","4,095.03","4,029.97","556.7K","-0.25%"
"05/02/2026","4,075.92","4,075.02","4,088.90","4,048.94","596.7K","-0.64%"
"04/02/2026","4,102.20","4,064.68","4,104.62","4,062.68","674.3K","0.85%"
"03/02/2026","4,067.74","4,043.91","4,069.42","4,002.78","637.7K","1.29%"
"02/02/2026","4,015.75","4,079.71","4,103.41","4,013.66","733K","-2.48%"
"30/01/2026","4,117.95","4,131.99","4,152.85","4,064.78","804.3K","-0.96%"
"29/01/2026","4,157.98","4,155.92","4,170.21","4,138.30","905.9K","0.16%"
"28/01/2026","4,151.24","4,150.21","4,170.15","4,138.02","823K","0.27%"
