month,corr_SH_Hang_Seng,corr_SH_Nikkei,corr_SH_KOSPI,corr_SH_STI,corr_SH_SP500,DCEF,RIPO,NIPO,NA,TURN,CCI,ISI,StdISI
2017-03,0.486206556079838,0.281554061375381,0.320679501604886,0.253212660649272,0.118550444686684,-0.0157,0.44,48,77.8,0.2086,112.6,86.78,1.15
2017-04,0.488123017182447,0.237993155436536,0.285215084520462,0.269689916675366,0.0309665794296182,-0.0167,0.44,38,42.77,0.2298,111.0,61.74,0.52
2017-05,0.448254298928522,0.146152145897619,0.125874380153923,0.208783119902274,0.0045351081716209,0.0001,0.44,38,41.49,0.2361,113.4,61.47,0.62
2017-06,0.448147863377317,0.140043262441209,0.155265380266316,0.188616456591909,0.0293951976220914,-0.0044,0.4399,36,44.33,0.1907,112.0,62.49,0.41
2017-07,0.428054586643424,0.17016049582684,0.192597361270237,0.209362914380064,0.0274062501780897,-0.0124,0.4398,30,40.45,0.1792,113.3,58.94,0.22
2017-08,0.449520565148309,0.213897830138841,0.227593785871173,0.200981153463686,0.0554800861729227,-0.0064,0.4399,37,50.4,0.2105,114.6,67.21,0.65
2017-09,0.447099393116153,0.208868149516782,0.19461637296077,0.172651752233421,0.0636171275125987,-0.0084,0.44,37,44.23,0.2242,114.7,63.29,0.61
2017-10,0.475098653036604,0.243635270162204,0.243050067987894,0.243837892159517,0.12093251591068,-0.0321,0.4401,27,32.16,0.2303,118.6,54.18,0.32
2017-11,0.481460249888365,0.247309365909018,0.238804933578954,0.281740989849167,0.137942000226911,-0.0363,0.44,36,40.67,0.1941,123.9,62.87,0.52
2017-12,0.491580108709749,0.234668153917475,0.26194378123395,0.283125817928549,0.116899375473436,-0.051,0.4383,24,32.41,0.2105,121.3,54.26,0.2
2018-01,0.555731140007654,0.32012786700792,0.25004275282675,0.391743056100396,0.182293466407065,-0.0591,0.4401,15,40.94,0.1581,122.6,57.95,-0.02
2018-02,0.614735303627874,0.35250164131447,0.294781769291482,0.413001041538037,0.117709515143983,-0.0848,0.6822,13,24.75,0.2102,122.3,47.19,0.02
2018-03,0.627738422868901,0.3789090859993,0.34939005762326,0.441784633453795,0.127271861648478,-0.1066,0.4399,10,51.93,0.1737,124.0,64.16,0.05
2018-04,0.622897262314993,0.41061580876803,0.391054391325692,0.451906152008843,0.150848436067388,-0.1151,0.44,9,32.3,0.1978,122.3,50.99,-0.22
2018-05,0.574851118278461,0.378913815214564,0.279245515196214,0.359285070855965,0.122667370907969,-0.1078,0.44,8,36.77,0.1964,122.9,53.76,-0.14
2018-06,0.601385558552573,0.433119937173705,0.381165067748754,0.402440334532751,0.119281796047899,-0.1126,0.4401,9,34.36,0.1773,122.9,52.43,-0.26
2018-07,0.627930317721867,0.444208723529194,0.43696460952777,0.396255386551876,0.172187254156909,-0.1459,0.4401,7,36.61,0.157,118.2,52.32,-0.53
2018-08,0.620678282509871,0.361768929656905,0.389237085818981,0.376150683686698,0.145497888851051,-0.146,0.4403,6,35.69,0.1645,119.7,51.85,-0.49
2018-09,0.62312806809234,0.324845028238611,0.361110381236802,0.372922002218782,0.149772476568011,-0.1741,0.44,11,30.33,0.134,118.6,49.28,-0.73
2018-10,0.657655604537573,0.430657567422353,0.461250620311823,0.466631770309929,0.287170056822048,-0.1818,0.4403,5,30.28,0.1232,118.5,47.85,-0.89
2018-11,0.632767084296369,0.401631531662738,0.462634175865163,0.433184723532717,0.246127016808289,-0.2058,0.44,8,34.99,0.1404,119.1,51.69,-0.75
2018-12,0.619452189933156,0.372827517530129,0.450033086847115,0.409182548613071,0.222454353447337,-0.1784,1.282,7,28.45,0.1764,122.1,48.38,0.0
2019-01,0.608639167238384,0.369574008363159,0.434636908442615,0.403538534023331,0.211766731266223,-0.1828,0.3525,16,34.12,0.1331,123.0,53.81,-0.6
2019-02,0.588110987947608,0.387834873608588,0.374022774590085,0.402473615249004,0.201653964549695,-0.1379,0.44,6,33.22,0.1491,123.7,51.18,-0.49
2019-03,0.582212006040144,0.4092735992859,0.344362218303993,0.385310393861062,0.180959495111669,-0.1201,0.4399,11,67.49,0.2694,126.0,74.85,0.71
2019-04,0.594652564170804,0.394963998545816,0.372359727371037,0.390685581721082,0.183621057061157,-0.1396,0.44,10,51.04,0.3668,124.1,63.7,0.77
2019-05,0.58568914518095,0.379724250655469,0.35105473420453,0.434640877147095,0.256091389976156,-0.1459,0.4401,13,38.42,0.3225,125.3,56.55,0.44
2019-06,0.544237829071882,0.332793146505793,0.332597938718051,0.40180366531739,0.213665458875174,-0.1568,0.4402,10,35.19,0.2024,123.4,53.31,-0.23
2019-07,0.555957100414521,0.364202715885906,0.351515070408814,0.427540956506265,0.210801840230292,-0.153,1.0856,37,36.16,0.1922,125.9,60.92,0.63
2019-08,0.573400429738741,0.399206750012083,0.388544104287582,0.435036652036754,0.229967659195693,-0.1429,0.9485,15,32.87,0.1636,124.4,53.41,0.04
2019-09,0.533895022013273,0.369007513269952,0.371210339875925,0.38789975916869,0.185947224923914,-0.128,0.9268,11,32.09,0.1854,122.4,51.55,0.05
2019-10,0.495851438749489,0.331665875745254,0.331901610364323,0.356290900211234,0.162343293093012,-0.118,0.7695,16,26.46,0.2343,124.1,49.42,0.2
2019-11,0.525338535886087,0.317945790099984,0.360927892868704,0.337705610499398,0.172180268319602,-0.1272,0.5314,31,27.55,0.1736,124.3,53.43,-0.01
2019-12,0.554310661257007,0.340975750724393,0.376151676337212,0.31983902317864,0.158147402535258,-0.1201,0.6473,28,26.98,0.1645,124.6,52.5,0.0
2020-01,0.536624973491859,0.308005219559691,0.323207626939332,0.29718829352004,0.131945987745691,-0.1177,1.0594,16,26.69,0.2013,126.6,50.26,0.31
2020-02,0.611290764460457,0.432140451562486,0.526214584268284,0.5305600608122,0.31171659465422,-0.1106,1.5804,22,29.85,0.2667,126.4,53.87,1.1
2020-03,0.62493217603842,0.444879307209904,0.532552334803894,0.541659261148235,0.287552053589817,-0.1181,0.5451,13,63.04,0.3768,118.9,70.93,1.06
2020-04,0.631324197761508,0.447144446724998,0.524544918425607,0.543097956591629,0.300228183071326,-0.1279,0.6732,24,54.68,0.3425,122.2,68.87,1.07
2020-05,0.577490088425459,0.435707838966705,0.493607279629507,0.51730961073946,0.280580110443512,-0.1086,0.7234,18,40.47,0.2484,116.4,57.07,0.34
2020-06,0.595496672248849,0.431572625099316,0.483071600016725,0.496639280783048,0.248997546167058,-0.1166,1.1402,26,51.63,0.2409,115.8,66.08,0.85
2020-07,0.631361708558506,0.388461846542646,0.444040478496965,0.461980997792798,0.241466822876749,-0.1111,1.0085,82,80.88,0.2702,112.6,96.73,2.08
2020-08,0.584751336697334,0.314512019473983,0.362067360138467,0.383383964220846,0.248645417906982,-0.1187,1.4199,59,59.84,0.4434,117.2,79.37,2.52
2020-09,0.568573682296385,0.272125443590654,0.321116950376984,0.365472623342339,0.217290052348044,-0.1076,1.309,67,51.38,0.3319,116.4,75.49,1.97
2020-10,0.613723192758835,0.259670724006666,0.389366453892502,0.433480228130894,0.290956301996472,-0.0953,1.1821,25,37.34,0.2424,120.5,57.81,0.8
2020-11,0.60538039273283,0.304525416442739,0.415927437549578,0.42701932476379,0.29223712388716,-0.0842,1.4013,25,50.9,0.2393,121.7,66.87,1.2
2020-12,0.561096826718956,0.319125007813614,0.391642896469773,0.392486464975929,0.278548504722334,-0.088,0.958,59,54.06,0.2578,124.0,76.93,1.55
2021-01,0.5129211626632,0.246799946868728,0.390360799574743,0.321136448248507,0.211480434936409,-0.0912,1.0265,37,69.81,0.2418,122.1,81.61,1.41
2021-02,0.525309540830585,0.303062413263906,0.401790319314066,0.325221168694194,0.17347667641812,-0.0907,1.4464,34,53.65,0.3179,122.8,70.98,1.74
2021-03,0.573639291732738,0.352447794235127,0.441088985151115,0.226373781289085,0.124925285453412,-0.0549,1.6878,39,82.58,0.2776,127.0,91.69,2.44
2021-04,0.569271566131201,0.336942838716661,0.415732543398474,0.239171301910111,0.13322831243935,-0.0713,1.5797,55,56.38,0.2336,122.2,77.38,1.86
2021-05,0.53405237739236,0.267909958177683,0.324162760726378,0.199343362621091,0.0919953830454133,-0.0622,1.5962,42,47.07,0.2187,121.5,68.32,1.49
2021-06,0.533439088597744,0.221248287844985,0.29093042895982,0.223498626901794,0.0915132476189245,-0.0764,2.2413,52,51.84,0.247,121.8,74.01,2.23
2021-07,0.548024980980659,0.210264658277468,0.298706864538904,0.239026655993057,0.0627671619881937,-0.004,2.5215,51,53.63,0.2698,122.8,75.33,2.75
2021-08,0.60211602521647,0.234591942089596,0.283132648495778,0.254562872388604,0.0529932106537571,0.0013,1.8123,48,62.49,0.3316,117.8,78.88,2.53
2021-09,0.586786279303167,0.297936585599572,0.273401559890594,0.258690777191054,0.0616968732283763,0.0229,2.0634,40,53.94,0.3671,117.5,71.66,2.66
2021-10,0.533550549216157,0.267442806371156,0.246778877300273,0.252820826273811,0.0743243850609706,0.1002,0.5382,34,32.69,0.3696,121.2,56.87,1.5
2021-11,0.504169681123888,0.256686967017888,0.240645928256618,0.241453369185697,0.0706487905781437,0.1313,1.2017,47,44.58,0.2717,120.2,67.47,1.97
2021-12,0.476001130231669,0.296653949231053,0.275432032865624,0.255353619963788,0.0777228209992675,0.1734,0.5924,45,45.79,0.3025,119.5,67.38,1.77
2022-01,0.475914268180019,0.350440461227542,0.313972684446521,0.256239530706856,0.124887159362299,0.2443,0.4715,32,44.14,0.2901,119.8,63.41,1.62
2022-02,0.495727214898576,0.39520924438437,0.388749257362928,0.340738579347601,0.166926988490795,0.3664,0.4208,17,47.15,0.279,121.5,62.33,1.73
2022-03,0.558887647071741,0.396235212296753,0.414969604763962,0.347203817499424,0.198705566949115,0.4414,0.3283,37,76.73,0.2518,120.5,85.54,2.48
2022-04,0.597848376681341,0.339248942391856,0.382571621263801,0.326235793931376,0.165580907677392,0.3215,0.0832,36,41.89,0.2749,113.2,61.2,1.39
2022-05,0.577815652392964,0.294993883680888,0.344858611266893,0.283571400559223,0.13558324395637,0.2874,0.4557,18,40.09,0.2533,86.7,50.04,0.63
2022-06,0.568181877854135,0.293864435735735,0.331778772223504,0.275234060593287,0.131289269964838,0.1526,0.5093,31,44.34,0.2425,86.8,55.71,0.51
2022-07,0.589539543383747,0.28753471505591,0.335796237461334,0.25376591657266,0.134507087064754,0.2511,0.293,34,37.74,0.299,88.9,52.61,0.85
2022-08,0.599915447963112,0.324889167075073,0.328703298843989,0.25754697860952,0.11609547704794,0.1228,0.5029,49,41.53,0.2672,87.9,58.25,0.77
2022-09,0.554038519118149,0.320931427896787,0.318751086506492,0.291546300419354,0.1233600618068,0.2718,0.1924,50,34.35,0.2738,87.0,53.58,0.87
2022-10,0.557678025048744,0.332802171050279,0.357308918336734,0.308686582688037,0.0995535198833384,0.2456,0.34,31,26.76,0.2055,87.2,44.49,0.23
2022-11,0.606434632880056,0.282627969198028,0.352420715687417,0.262758887675947,0.031395644420677,0.1602,0.2786,33,32.44,0.2348,86.8,48.44,0.19
2022-12,0.611306150081406,0.280711689655031,0.348489693408444,0.291377967701219,0.0333406724645675,0.1968,0.0889,60,23.75,0.266,85.5,48.65,0.51
2023-01,0.595772567703247,0.262035503332837,0.322115511384051,0.279183525032697,0.0210475174449826,0.1436,0.4417,10,28.16,0.2172,88.3,40.88,-0.19
2023-02,0.57528782877711,0.217029682035745,0.309997264994273,0.224743486627472,0.0490434853968904,0.075,0.5563,24,55.89,0.212,91.2,62.5,0.37
2023-03,0.543064588726871,0.22194562375916,0.311227568489463,0.186310380612847,0.0453851714530019,0.037,0.2639,34,63.21,0.2328,94.7,70.11,0.48
2023-04,0.549166666863988,0.24239650109389,0.310631773280022,0.226033909319496,0.0462351590107365,0.2136,0.4279,35,33.4,0.2388,94.9,51.45,0.66
2023-05,0.576288624596935,0.24632832501917,0.318418426743945,0.20290784478257,0.0835305475937834,0.1702,0.3941,31,32.42,0.2908,87.1,48.13,0.51
2023-06,0.56944452034844,0.289824573967096,0.327292686873946,0.239992971321244,0.157221958204459,-0.0554,0.2955,39,32.71,0.241,88.2,50.23,-0.24
2023-07,0.593193190675181,0.319514781397339,0.357464828524275,0.309192008714889,0.19858665710828,0.0125,0.4302,37,30.34,0.2507,86.4,47.94,-0.02
2023-08,0.607330150918739,0.308140088656159,0.365874143298789,0.369330297487106,0.188510400858803,0.0098,1.2932,33,33.2,0.2165,86.4,49.24,0.4
